rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1027,2900,Real Estate,Zarakh Iliev,56,Russia,Moscow,Real estate,Real Estate,Russia,,TRUE,U,M,24359,Iliev,Zarakh,,45020.20903,,,1966,9,9,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1027,2900,Diversified,Ipek Kirac,38,Turkey,Istanbul,Diversified,Diversified,Turkey,,FALSE,U,F,11/28/1984 0:00,Kirac,Ipek,,45020.20903,,,1984,11,28,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1027,2900,Technology,Lee Seo-hyun,49,South Korea,Seoul,Samsung,Technology,South Korea,,FALSE,D,F,9/20/1973 0:00,Lee,Seo-hyun,,45020.20903,,,1973,9,20,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1027,2900,Healthcare,Li Jianquan & family,66,China,Shenzhen,Consumer products,Healthcare,Hong Kong,,TRUE,D,M,20821,Li,Jianquan,,45020.20903,,,1957,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Healthcare,Li Li,57,China,Changsha,Healthcare,Healthcare,China,,TRUE,U,M,23751,Li,Li,,45020.20903,,,1965,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Manufacturing,Li Xiaohua & family,61,China,Yuxi,Packaging,Manufacturing,China,,TRUE,D,M,22647,Li,Xiaohua,,45020.20903,,,1962,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Manufacturing,Liu Xiaodong,55,China,Shanghai,Flavorings,Manufacturing,China,,TRUE,U,M,24538,Liu,Xiaodong,,45020.20903,,,1967,7,3,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Technology,Martin Lorentzon,54,Sweden,Stockholm,Spotify,Technology,Sweden,,TRUE,E,M,25207,Lorentzon,Martin,,45020.20903,,,1969,4,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1027,2900,Energy,Ronald McAulay,87,Hong Kong,Hong Kong,Energy,Energy,Hong Kong,,FALSE,D,M,12914,McAulay,Ronald,,45020.20903,,,1935,10,5,,,,,,,,,,,
1027,2900,Fashion & Retail,Erwin Franz Mueller,90,Germany,Ulm,Drugstores,Fashion & Retail,Germany,,TRUE,U,M,11940,Mueller,Erwin Franz,,45020.20903,,,1932,8,9,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Technology,Georg Nemetschek & family,89,Germany,Munich,Software,Technology,Germany,,TRUE,D,M,12420,Nemetschek,Georg,,45020.20903,,,1934,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Real Estate,God Nisanov,50,Russia,Moscow,Real estate,Real Estate,Russia,,TRUE,U,M,4/24/1972 0:00,Nisanov,God,,45020.20903,,,1972,4,24,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1027,2900,Real Estate,Vikas Oberoi,52,India,Mumbai,Real estate,Real Estate,India,,FALSE,D,M,25789,Oberoi,Vikas,,45020.20903,,,1970,9,8,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1027,2900,Energy,Gregorio Perez Companc & family,87,Argentina,Buenos Aires,Oil & gas,Energy,Argentina,,TRUE,U,M,8/23/1935 0:00,Perez Companc,Gregorio,,45020.20903,,,1935,8,23,232.75,53.5,4.49663E+11,90,109.7,76.5,10.1,106.3,44938712,-38.416097,-63.616672
1027,2900,Finance & Investments,Sebastian Piñera & family,73,Chile,Santiago,Investments,Finance & Investments,Chile,Chile,TRUE,U,M,17910,Piñera,Sebastian,President,45020.20903,,,1949,12,1,131.91,2.6,2.82318E+11,88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
1027,2900,Automotive,Arvind Poddar,65,India,Mumbai,Tires,Automotive,India,,FALSE,D,M,21012,Poddar,Arvind,,45020.20903,,,1957,11,7,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1027,2900,Healthcare,Alexey Repik,43,Russia,Moscow,Pharmaceuticals,Healthcare,Russia,,TRUE,U,M,8/27/1979 0:00,Repik,Alexey,,45020.20903,,,1979,8,27,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1027,2900,Media & Entertainment,Haim Saban,78,United States,Beverly Hills,"TV network, investments",Media & Entertainment,United States,,TRUE,D,M,10/15/1944 0:00,Saban,Haim,,45020.20903,California,West,1944,10,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Food & Beverage,Rodney Sacks,73,United States,Laguna Beach,Energy drinks,Food & Beverage,United States,Monster Beverage,TRUE,U,M,12/24/1949 0:00,Sacks,Rodney,CEO,45020.20903,California,West,1949,12,24,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Finance & Investments,Karthik Sarma,48,United States,New York,Hedge fund,Finance & Investments,India,,TRUE,D,M,27041,Sarma,Karthik,,45020.20903,New York,Northeast,1974,12,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Healthcare,Sybill Storz,85,Germany,Leipzig,Medical devices,Healthcare,Germany,,FALSE,D,F,13670,Storz,Sybill,,45020.20903,,,1937,4,6,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1027,2900,Finance & Investments,Daniel Sundheim,46,United States,New York,Hedge funds,Finance & Investments,United States,,TRUE,D,M,3/29/1977 0:00,Sundheim,Daniel,Investor,45020.20903,New York,Northeast,1977,3,29,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Food & Beverage,"William Wrigley, Jr.",59,United States,North Palm Beach,Chewing gum,Food & Beverage,United States,"Wrigley Management, Inc.",FALSE,D,M,23022,Wrigley,William,Investor,45020.20903,Florida,South,1963,11,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,Fashion & Retail,Zhang Wenzhong,61,China,Beijing,Supermarkets,Fashion & Retail,China,,TRUE,D,M,22647,Zhang,Wenzhong,,45020.20903,,,1962,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,Fashion & Retail,Zhou Jianping,62,China,Jiangyin,Fashion retail,Fashion & Retail,China,,TRUE,E,M,5/28/1960 0:00,Zhou,Jianping,,45020.20903,,,1960,5,28,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Fashion & Retail,Joy Alukkas,66,India,Cochin,Jewelry,Fashion & Retail,India,,FALSE,U,M,20554,Alukkas,Joy,,45020.20903,,,1956,9,4,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Healthcare,Kang An,74,China,Xinxiang,Pharmaceuticals,Healthcare,China,,TRUE,D,M,17899,An,Kang,,45020.20903,,,1949,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Technology,Garrett Camp,44,United States,San Francisco,Uber,Technology,Canada,Uber Technologies Inc.,TRUE,E,M,28590,Camp,Garrett,Cofounder and Chairman,45020.20903,California,West,1978,10,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Gambling & Casinos,Chen Lip Keong,75,Cambodia,Phnom Penh,"Casinos, property, energy",Gambling & Casinos,Malaysia,,TRUE,U,M,17174,Chen,Lip Keong,,45020.20903,,,1947,7,1,127.63,2.5,27089389787,13.7,107.4,69.6,17.1,23.1,16486542,12.565679,104.990963
1067,2800,Real Estate,Choo Chong Ngen,69,Singapore,Singapore,Hotels,Real Estate,Singapore,,TRUE,U,M,4/21/1953 0:00,Choo,Chong Ngen,,45020.20903,,,1953,4,21,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1067,2800,Automotive,Euisun Chung,52,South Korea,Seoul,Hyundai,Automotive,South Korea,Hyundai Motor Co. Ltd.,FALSE,D,M,10/18/1970 0:00,Chung,Euisun,,45020.20903,,,1970,10,18,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1067,2800,Diversified,Smita Crishna-Godrej,72,India,Mumbai,Consumer goods,Diversified,India,,FALSE,U,F,12/30/1950 0:00,Crishna-Godrej,Smita,,45020.20903,,,1950,12,30,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Fashion & Retail,Eleanor Butt Crook & family,90,United States,San Marcos,Supermarkets,Fashion & Retail,United States,,FALSE,N,F,7/21/1932 0:00,Crook,Eleanor Butt,,45020.20903,Texas,South,1932,7,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Manufacturing,Du Jiangtao & family,53,China,Beijing,Chemicals,Manufacturing,China,,TRUE,D,M,11/17/1969 0:00,Du,Jiangtao,,45020.20903,,,1969,11,17,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Sports,Lorenzo Fertitta,54,United States,Las Vegas,"Casinos, mixed martial arts",Sports,United States,,FALSE,U,M,25263,Fertitta,Lorenzo,,45020.20903,Nevada,West,1969,1,3,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Diversified,Adi Godrej,81,India,Mumbai,Consumer goods,Diversified,India,,FALSE,U,M,15404,Godrej,Adi,,45020.20903,,,1942,4,3,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Diversified,Jamshyd Godrej,74,India,Mumbai,Diversified,Diversified,India,,FALSE,U,M,1/24/1949 0:00,Godrej,Jamshyd,,45020.20903,,,1949,1,24,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Real Estate,Lee Yeow Chor,56,Malaysia,,"Palm oil, property",Real Estate,Malaysia,,FALSE,Split Family Fortune,M,24473,Lee,Yeow Chor,,45020.20903,,,1967,1,1,121.46,0.7,3.64702E+11,45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
1067,2800,Manufacturing,Li Weiguo,58,China,Beijing,Construction materials,Manufacturing,China,,TRUE,D,M,23743,Li,Weiguo,,45020.20903,,,1965,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Manufacturing,Dmitry Mazepin,54,Russia,Moscow,Chemicals,Manufacturing,Russia,,TRUE,R,M,4/18/1968 0:00,Mazepin,Dmitry,,45020.20903,,,1968,4,18,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1067,2800,Fashion & Retail,"Drayton McLane, Jr.",86,United States,Temple,"Walmart, logistics",Fashion & Retail,United States,,FALSE,D,M,7/22/1936 0:00,McLane,Drayton,,45020.20903,Texas,South,1936,7,22,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Telecom,Najib Mikati,67,Lebanon,Beirut,Telecom,Telecom,Lebanon,,TRUE,D,M,11/24/1955 0:00,Mikati,Najib,,45020.20903,,,1955,11,24,130.02,3,53367042272,26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285
1067,2800,Telecom,Taha Mikati,78,Lebanon,Beirut,Telecom,Telecom,Lebanon,,TRUE,D,M,16438,Mikati,Taha,,45020.20903,,,1945,1,1,130.02,3,53367042272,26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285
1067,2800,Real Estate,Akira Mori & family,86,Japan,Tokyo,Real estate,Real Estate,Japan,,FALSE,D,M,13491,Mori,Akira,,45020.20903,,,1936,7,12,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1067,2800,Diversified,Rishad Naoroji,71,India,Mumbai,Consumer goods,Diversified,India,,FALSE,U,M,8/30/1951 0:00,Naoroji,Rishad,,45020.20903,,,1951,8,30,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Diversified,Philip Niarchos,69,France,Paris,Art collection,Diversified,Greece,,FALSE,E,M,19725,Niarchos,Philip,,45020.20903,,,1954,1,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1067,2800,Technology,Nandan Nilekani,67,India,Bangalore,Software services,Technology,India,,TRUE,D,M,20126,Nilekani,Nandan,,45020.20903,,,1955,6,2,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Service,Ranjan Pai,50,India,Bangalore,Education,Service,India,,FALSE,U,M,26614,Pai,Ranjan,,45020.20903,,,1972,11,11,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Manufacturing,Madhukar Parekh,76,India,Mumbai,Adhesives,Manufacturing,India,,FALSE,D,M,17168,Parekh,Madhukar,,45020.20903,,,1947,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Technology,Sean Parker,43,United States,Los Angeles,Facebook,Technology,United States,,TRUE,E,M,28926,Parker,Sean,,45020.20903,California,West,1979,12,3,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Healthcare,Stewart Rahr,77,United States,New York,Drug distribution,Healthcare,United States,,FALSE,U,M,2/18/1946 0:00,Rahr,Stewart,,45020.20903,New York,Northeast,1946,2,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Media & Entertainment,Su Hua,41,China,Beijing,Video streaming,Media & Entertainment,China,,TRUE,D,M,29952,Su,Hua,,45020.20903,,,1982,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Manufacturing,Sun Shoukuan,73,China,Yingkou,"Metals, coal",Manufacturing,China,,TRUE,E,M,17908,Sun,Shoukuan,,45020.20903,,,1949,10,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Manufacturing,Tseng Cheng,61,Taiwan,,Petrochemicals,Manufacturing,Taiwan,,FALSE,U,M,22293,Tseng,Cheng,,45020.20903,,,1961,12,1,,,,,,,,,,,
1067,2800,Logistics,Tung Chee Hwa,85,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,,FALSE,E,M,13703,Tung,Chee Hwa,,45020.20903,,,1937,7,7,,,,,,,,,,,
1067,2800,Technology,Meg Whitman,66,United States,Los Angeles,EBay,Technology,United States,Quibi,TRUE,D,F,20553,Whitman,Meg,CEO,45020.20903,California,West,1956,8,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Manufacturing,Wong Luen Hei,61,Hong Kong,Hong Kong,Building materials,Manufacturing,China,,TRUE,D,M,22647,Wong,Luen Hei,,45020.20903,,,1962,1,1,,,,,,,,,,,
1067,2800,Healthcare,Chenghai Ye & family,79,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,Hong Kong,,TRUE,D,M,8/15/1943 0:00,Ye,Chenghai,,45020.20903,,,1943,8,15,,,,,,,,,,,
1067,2800,Manufacturing,Zhu Xingming,56,China,Shenzhen,Electrical equipment,Manufacturing,China,,TRUE,U,M,24475,Zhu,Xingming,,45020.20903,,,1967,3,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Finance & Investments,Jose Joao Abdalla Filho,77,Brazil,Rio de Janeiro,Investments,Finance & Investments,Brazil,,FALSE,D,M,5/30/1945 0:00,Abdalla Filho,Jose Joao,,45020.20903,,,1945,5,30,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1104,2700,Finance & Investments,Juan Abello,81,Spain,Madrid,Investments,Finance & Investments,Spain,,FALSE,D,M,12/16/1941 0:00,Abello,Juan,,45020.20903,,,1941,12,16,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1104,2700,Diversified,Suhail Bahwan,84,Oman,Muscat,Diversified,Diversified,Oman,,TRUE,U,M,14246,Bahwan,Suhail,,45020.20903,,,1939,1,1,113.53,0.1,76983094928,38,103.4,77.6,2.5,27.4,5266535,21.4735329,55.975413
1104,2700,Diversified,Madhur Bajaj,70,India,Mumbai,Diversified,Diversified,India,,FALSE,Split Family Fortune,M,8/19/1952 0:00,Bajaj,Madhur,,45020.20903,,,1952,8,19,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Diversified,Niraj Bajaj,68,India,Mumbai,Diversified,Diversified,India,,FALSE,Split Family Fortune,M,20007,Bajaj,Niraj,,45020.20903,,,1954,10,10,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Diversified,Shekhar Bajaj,74,India,Mumbai,Diversified,Diversified,India,,FALSE,Split Family Fortune,M,17751,Bajaj,Shekhar,,45020.20903,,,1948,6,8,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Finance & Investments,Harindarpal Banga,72,Hong Kong,Hong Kong,Commodities,Finance & Investments,India,,TRUE,U,M,18544,Banga,Harindarpal,,45020.20903,,,1950,8,10,,,,,,,,,,,
1104,2700,Healthcare,Anne Beaufour,59,United Kingdom,,Pharmaceuticals,Healthcare,France,,FALSE,U,F,23231,Beaufour,Anne,,45020.20903,,,1963,8,8,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Healthcare,Henri Beaufour,57,United Kingdom,London,Pharmaceuticals,Healthcare,France,,FALSE,U,M,23748,Beaufour,Henri,,45020.20903,,,1965,6,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Manufacturing,Andrei Bokarev,56,Russia,Moscow,"Metals, mining",Manufacturing,Russia,,TRUE,U,M,10/23/1966 0:00,Bokarev,Andrei,,45020.20903,,,1966,10,23,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Food & Beverage,Jack Cowin,80,Australia,Sydney,Fast food,Food & Beverage,Australia,,TRUE,D,M,7/13/1942 0:00,Cowin,Jack,,45020.20903,,,1942,7,13,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1104,2700,Finance & Investments,Glenn Dubin,65,United States,New York,Hedge funds,Finance & Investments,United States,,TRUE,U,M,4/13/1957 0:00,Dubin,Glenn,,45020.20903,New York,Northeast,1957,4,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Energy,N. Murray Edwards,63,United Kingdom,London,Oil & gas,Energy,Canada,,TRUE,D,M,21835,Edwards,N. Murray,,45020.20903,,,1959,12,10,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Sports,"Frank Fertitta, III.",61,United States,Las Vegas,"Casinos, mixed martial arts",Sports,United States,,FALSE,U,M,2/24/1962 0:00,Fertitta,Frank,,45020.20903,Nevada,West,1962,2,24,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Automotive,Abhay Firodia,78,India,Pune,Automobiles,Automotive,India,,FALSE,D,M,16203,Firodia,Abhay,,45020.20903,,,1944,11,5,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Finance & Investments,Bruce Flatt,57,United Kingdom,London,Money management,Finance & Investments,Canada,,TRUE,D,M,23748,Flatt,Bruce,Investor,45020.20903,,,1965,6,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Service,Miguel Fluxa Rossello,84,Spain,Esporles,Hotels,Service,Spain,,FALSE,D,M,7/27/1938 0:00,Fluxa Rossello,Miguel,,45020.20903,,,1938,7,27,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1104,2700,Metals & Mining,Robert Friedland,72,Singapore,Singapore,Mining,Metals & Mining,United States,Ivanhoe Mines Ltd.,TRUE,U,M,8/18/1950 0:00,Friedland,Robert,Founder and Executive Chairman,45020.20903,,,1950,8,18,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1104,2700,Metals & Mining,Alexander Frolov,58,Russia,Moscow,"Mining, steel",Metals & Mining,Russia,,TRUE,U,M,5/17/1964 0:00,Frolov,Alexander,,45020.20903,,,1964,5,17,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Diversified,Nadir Godrej,72,India,Mumbai,Consumer goods,Diversified,India,,FALSE,U,M,18629,Godrej,Nadir,,45020.20903,,,1951,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Service,Maggie Hardy,57,United States,Belle Vernon,Building materials,Service,United States,,FALSE,U,F,23935,Hardy Knox,Maggie,,45020.20903,Pennsylvania,Northeast,1965,12,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Finance & Investments,Nithin Kamath,43,India,Bangalore,Financial services,Finance & Investments,India,,TRUE,N,M,28985,Kamath,Nithin,,45020.20903,,,1979,10,5,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Construction & Engineering,Samvel Karapetyan,57,Russia,Moscow,Real estate,Construction & Engineering,Russia,,TRUE,U,M,8/18/1965 0:00,Karapetyan,Samvel,,45020.20903,,,1965,8,18,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Real Estate,Kei Hoi Pang,57,Hong Kong,Hong Kong,Real estate,Real Estate,China,,TRUE,D,M,24108,Kei,Hoi Pang,,45020.20903,,,1966,1,1,,,,,,,,,,,
1104,2700,Diversified,Mustafa Rahmi Koc,92,Turkey,Istanbul,Diversified,Diversified,Turkey,,FALSE,U,M,11211,Koc,Mustafa Rahmi,,45020.20903,,,1930,10,9,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1104,2700,Finance & Investments,Yuri Kovalchuk & family,71,Russia,St. Petersburg,"Banking, insurance, media",Finance & Investments,Russia,,TRUE,U,M,7/25/1951 0:00,Kovalchuk,Yuri,,45020.20903,,,1951,7,25,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Real Estate,Geoffrey Kwok,37,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,D,M,31052,Kwok,Geoffrey,,45020.20903,,,1985,5,1,,,,,,,,,,,
1104,2700,Real Estate,Jonathan Kwok,31,Hong Kong,Hong Kong,Real Estate,Real Estate,Hong Kong,,FALSE,U,M,33606,Kwok,Jonathan,,45020.20903,,,1992,3,1,,,,,,,,,,,
1104,2700,Manufacturing,Hans Langer,71,Germany,Gräfelfing,3D printing,Manufacturing,Germany,,TRUE,U,M,1/18/1952 0:00,Langer,Hans,,45020.20903,,,1952,1,18,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1104,2700,Manufacturing,Frank Laukien,63,United States,Boston,Scientific equipment,Manufacturing,United States,,FALSE,U,M,22008,Laukien,Frank,,45020.20903,Massachusetts,Northeast,1960,2,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Real Estate,Maritsa Lazari & family,78,United Kingdom,London,Real estate,Real Estate,United Kingdom,,TRUE,D,F,10/14/1944 0:00,Lazari,Maritsa,,45020.20903,,,1944,10,14,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Real Estate,Angela Leong,62,Hong Kong,Hong Kong,Casinos,Real Estate,Hong Kong,,FALSE,D,F,3/23/1961 0:00,Leong,Angela,,45020.20903,,,1961,3,23,,,,,,,,,,,
1104,2700,Technology,Li Zhongchu,59,China,Beijing,Software,Technology,China,,TRUE,D,M,8/26/1963 0:00,Li,Zhongchu,,45020.20903,,,1963,8,26,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Food & Beverage,Liang Yunchao,54,China,Guangzhou,Nutritional supplements,Food & Beverage,China,,TRUE,D,M,25263,Liang,Yunchao,,45020.20903,,,1969,1,3,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Sports,Vincent McMahon,77,United States,Greenwich,Entertainment,Sports,United States,,TRUE,U,M,8/24/1945 0:00,McMahon,Vincent,,45020.20903,Connecticut,Northeast,1945,8,24,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Metals & Mining,Patrice Motsepe,61,South Africa,Johannesburg,Mining,Metals & Mining,South Africa,,TRUE,D,M,1/28/1962 0:00,Motsepe,Patrice,,45020.20903,,,1962,1,28,158.93,4.1,3.51432E+11,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
1104,2700,Telecom,Denis O'Brien,64,Ireland,Dublin,Telecom,Telecom,Ireland,,TRUE,D,M,4/17/1958 0:00,O'Brien,Denis,,45020.20903,,,1958,4,17,,,,,,,,,,,
1104,2700,Diversified,Dan Olsson,76,Sweden,Gothenburg,Diversified,Diversified,Sweden,,FALSE,E,M,17168,Olsson,Dan,,45020.20903,,,1947,1,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1104,2700,Technology,Yuji Otsuka,69,Japan,Tokyo,"Copy machines, software",Technology,Japan,,FALSE,U,M,2/13/1954 0:00,Otsuka,Yuji,,45020.20903,,,1954,2,13,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1104,2700,Fashion & Retail,Pan Dong,58,Hong Kong,Hong Kong,Consumer goods,Fashion & Retail,Canada,,TRUE,D,F,23743,Pan,Dong,,45020.20903,,,1965,1,1,,,,,,,,,,,
